seq,timestamp_ms,red,ir,red_corrected,ir_corrected,datetime
2120,177522,41056,100748,-42.41200119974472,128.31857697141817,1970-01-01 00:02:57.522
2121,177542,41058,100753,-40.22217131968864,132.7539806488027,1970-01-01 00:02:57.542
2122,177570,41045,100754,-52.93435949663048,133.49373155786367,1970-01-01 00:02:57.570
2123,177583,41048,100757,-49.70468540173813,135.8416789638256,1970-01-01 00:02:57.583
2124,177603,41050,100741,-47.49432435671726,119.24820816670896,1970-01-01 00:02:57.603
2125,177623,41036,100734,-61.215072727682085,111.69276769114208,1970-01-01 00:02:57.623
2126,177643,41049,100730,-48.00227496755578,107.16016738551754,1970-01-01 00:02:57.643
2127,177660,41048,100727,-48.62716921334215,103.52394555819356,1970-01-01 00:02:57.660
2128,177676,41049,100725,-47.45926600771897,100.7347563773336,1970-01-01 00:02:57.676
2129,177701,41041,100715,-55.54540686570438,90.43241646630608,1970-01-01 00:02:57.701
2130,177715,41039,100722,-57.40776776474993,97.02183311018004,1970-01-01 00:02:57.715
2131,177735,41044,100723,-51.970901518708914,97.4581568641947,1970-01-01 00:02:57.735
2132,177755,41041,100691,-54.52025174310703,65.05696796996696,1970-01-01 00:02:57.755
2133,177786,41049,100697,-46.35509937285466,70.41097150641225,1970-01-01 00:02:57.786
2134,177802,41038,100701,-57.20464038048102,74.01814580175723,1970-01-01 00:02:57.802
2135,177818,41039,100712,-56.413107813759446,84.85234326004243,1970-01-01 00:02:57.818
2136,177834,41028,100702,-66.54386078798974,74.47964709058176,1970-01-01 00:02:57.834
2137,177856,41040,100700,-54.486661468958886,72.11126831770454,1970-01-01 00:02:57.856
2138,177876,41043,100708,-51.53388392795176,79.70878995520118,1970-01-01 00:02:57.876
2139,177898,41039,100707,-55.05942770446553,78.20770950610454,1970-01-01 00:02:57.898
2140,177918,41033,100694,-60.52762064948784,64.77302024880065,1970-01-01 00:02:57.918
2141,177936,41037,100721,-56.17703839431395,91.28507908321885,1970-01-01 00:02:57.936
2142,177968,41039,100708,-54.381510985829806,78.10432189403302,1970-01-01 00:02:57.968
2143,177984,41007,100706,-85.8811540911389,75.79222381172148,1970-01-01 00:02:57.984
2144,178008,41040,100708,-52.61221515534901,77.28037696677556,1970-01-01 00:02:58.008
2145,178028,41045,100722,-47.39283661077837,90.70362708725378,1970-01-01 00:02:58.028
2146,178052,41033,100722,-59.07422742600593,90.23058517383596,1970-01-01 00:02:58.052
2147,178072,41036,100714,-55.75472642109455,81.87533295535488,1970-01-01 00:02:58.072
2148,178088,41024,100721,-67.46467933223101,88.23621011261554,1970-01-01 00:02:58.088
2149,178104,41002,100757,-89.16791814106763,123.58369720517076,1970-01-01 00:02:58.104
2150,178120,41039,100731,-51.78090602356832,97.09834005301732,1970-01-01 00:02:58.120
2151,178143,41046,100748,-45.36621532220711,113.45489759570962,1970-01-01 00:02:58.143
2152,178167,41040,100730,-51.18232886474235,95.0034970249059,1970-01-01 00:02:58.167
2153,178187,41035,100741,-55.899506276662926,105.5019172881705,1970-01-01 00:02:58.187
2154,178207,41039,100748,-51.63797580226794,111.96803594021172,1970-01-01 00:02:58.207
2155,178229,41042,100739,-48.20692099741896,102.27112077291892,1970-01-01 00:02:58.229
2156,178245,41044,100762,-46.0443215771212,124.560590033107,1970-01-01 00:02:58.245
2157,178261,41040,100743,-50.09811131805566,105.35501224977592,1970-01-01 00:02:58.261
2158,178277,41045,100734,-44.75460591846885,95.88705577350858,1970-01-01 00:02:58.277
2159,178301,41034,100741,-55.41965920791178,102.35454071455776,1970-01-01 00:02:58.301
2160,178321,41030,100744,-59.15790844190517,104.82323189028418,1970-01-01 00:02:58.321
2161,178341,41033,100738,-55.91253442930898,98.32460084508664,1970-01-01 00:02:58.341
2162,178363,41034,100736,-54.438584712388455,95.61941369465193,1970-01-01 00:02:58.363
2163,178379,41028,100736,-60.31375509659948,95.13020653256446,1970-01-01 00:02:58.379
2164,178395,41025,100733,-62.572839217200304,91.7819812897859,1970-01-01 00:02:58.395
2165,178426,41027,100721,-59.95487520390032,79.31800015648052,1970-01-01 00:02:58.426
2166,178449,41025,100713,-62.05328172946206,71.11118789553511,1970-01-01 00:02:58.449
2167,178469,41018,100718,-69.16127834526921,75.87207982319632,1970-01-01 00:02:58.469
2168,178482,41017,100717,-69.8215188027926,74.46745984002101,1970-01-01 00:02:58.482
2169,178502,41030,100712,-56.40757629940887,69.02239180309273,1970-01-01 00:02:58.502
2170,178522,41024,100713,-61.9649457054555,69.5741007219342,1970-01-01 00:02:58.522
2171,178539,41019,100701,-66.56604210421729,57.441022937750986,1970-01-01 00:02:58.539
2172,178557,41032,100707,-53.477006252787135,62.98291430935326,1970-01-01 00:02:58.557
2173,178575,41020,100711,-64.85910679670046,66.5949467700436,1970-01-01 00:02:58.575
2174,178603,41023,100723,-61.53883838278644,78.221346396971,1970-01-01 00:02:58.603
2175,178623,41024,100708,-60.28632785158252,62.92080481064397,1970-01-01 00:02:58.623
2176,178631,41023,100715,-61.01145311819752,69.57222398920457,1970-01-01 00:02:58.631
2177,178651,41019,100715,-64.51612911363625,69.21847479694657,1970-01-01 00:02:58.651
2178,178671,41018,100718,-65.01733490875732,71.8515084303569,1970-01-01 00:02:58.671
2179,178708,41022,100721,-61.138679872368144,74.2393077651625,1970-01-01 00:02:58.708
2180,178725,41016,100732,-66.56014122542592,84.94380724004304,1970-01-01 00:02:58.725
2181,178753,41014,100724,-68.65660657284866,76.68921687450947,1970-01-01 00:02:58.753
2182,178766,41022,100715,-60.443462618824825,67.22432822722686,1970-01-01 00:02:58.766
2183,178786,41025,100726,-57.23425251841771,77.59391175627248,1970-01-01 00:02:58.786
2184,178812,41020,100720,-61.57707326515702,71.383556061075,1970-01-01 00:02:58.812
2185,178815,41016,100716,-65.21359677206469,67.06802646644998,1970-01-01 00:02:58.815
2186,178835,41025,100734,-55.951107620047466,84.73900981870038,1970-01-01 00:02:58.835
2187,178863,41007,100725,-73.60424316483405,75.4141473502634,1970-01-01 00:02:58.863
2188,178881,41014,100725,-66.29351855728478,75.05062571156917,1970-01-01 00:02:58.881
2189,178894,41022,100727,-58.02333932740964,76.67293942406906,1970-01-01 00:02:58.894
2190,178914,41023,100728,-56.760961758142265,77.30074943882072,1970-01-01 00:02:58.914
2191,178934,41019,100729,-60.47991661125454,77.92554224171558,1970-01-01 00:02:58.934
2192,178965,41011,100735,-68.02495756779743,83.37238105397068,1970-01-01 00:02:58.965
2193,178982,41004,100742,-75.09494898039426,89.67665493738323,1970-01-01 00:02:58.982
2194,178998,41014,100740,-64.44894392624843,87.26680656104263,1970-01-01 00:02:58.998
2195,179018,41024,100738,-54.36625237538578,85.05668685397167,1970-01-01 00:02:59.018
2196,179038,41010,100776,-68.04372584094129,122.57804739815676,1970-01-01 00:02:59.038
2197,179063,41016,100743,-61.55902374076136,89.13928453669865,1970-01-01 00:02:59.063
2198,179083,41024,100747,-53.14105293162227,92.66798834562852,1970-01-01 00:02:59.083
2199,179103,41006,100738,-70.63432941914216,83.24405875530395,1970-01-01 00:02:59.103
2200,179123,41024,100729,-51.89150202253802,73.79501811009342,1970-01-01 00:02:59.123
2201,179139,41028,100732,-47.70559472241408,76.35034990168701,1970-01-01 00:02:59.139
2202,179155,41026,100724,-50.01066951972249,68.09591067854147,1970-01-01 00:02:59.155
2203,179194,41010,100724,-65.62768132566418,67.67158971729432,1970-01-01 00:02:59.194
2204,179214,41015,100726,-60.322400731224576,69.28567127490638,1970-01-01 00:02:59.214
2205,179234,41021,100701,-54.04855226761009,44.02653522782786,1970-01-01 00:02:59.234
2206,179239,41009,100731,-65.73827618818189,73.62520352401168,1970-01-01 00:02:59.239
2207,179259,40982,100705,-92.43540310590598,47.040635192737184,1970-01-01 00:02:59.259
2208,179275,41015,100720,-59.351390027736485,61.952774533537394,1970-01-01 00:02:59.275
2209,179306,41019,100716,-55.38582560782605,57.956738507403735,1970-01-01 00:02:59.306
2210,179322,41010,100716,-63.5651061903544,57.6448400600237,1970-01-01 00:02:59.322
2211,179348,41004,100733,-68.97740428183252,74.00422906693353,1970-01-01 00:02:59.348
2212,179367,41000,100721,-72.66852329015344,61.71092569326278,1970-01-01 00:02:59.367
2213,179387,41010,100725,-62.52403080895882,65.54061498942143,1970-01-01 00:02:59.387
2214,179404,40999,100735,-73.10498149602395,75.15955361085226,1970-01-01 00:02:59.404
2215,179424,41012,100721,-59.61351084251856,60.76307076029588,1970-01-01 00:02:59.424
2216,179445,41022,100740,-49.43962226590268,79.34098159870861,1970-01-01 00:02:59.445
2217,179464,41031,100724,-40.4896413064664,63.05714452609445,1970-01-01 00:02:59.464
2218,179480,41008,100747,-63.25157796785511,85.62342134063086,1970-01-01 00:02:59.480
2219,179492,41022,100737,-49.004293874859066,75.22144900629623,1970-01-01 00:02:59.492
2220,179512,41017,100741,-53.70455409185177,78.78573883921102,1970-01-01 00:02:59.512
2221,179532,40996,100730,-74.30107884789376,67.40705052949609,1970-01-01 00:02:59.532
2222,179571,41013,100739,-57.35069129258357,76.10617439634004,1970-01-01 00:02:59.571
2223,179587,41008,100761,-61.992189640456985,97.50788005661522,1970-01-01 00:02:59.587
2224,179606,41007,100746,-62.36671961887547,81.92645873660076,1970-01-01 00:02:59.606
2225,179626,41012,100760,-57.50702945621491,95.67683009700173,1970-01-01 00:02:59.626
2226,179650,41000,100743,-68.8154785913141,78.52433646542906,1970-01-01 00:02:59.650
2227,179672,41021,100753,-47.0680429097002,88.14543897194342,1970-01-01 00:02:59.672
2228,179692,41031,100808,-36.34847129411204,142.3930094937945,1970-01-01 00:02:59.692
2229,179712,41025,100776,-41.59975691038707,109.80419181190813,1970-01-01 00:02:59.712
2230,179732,41013,100792,-55.80022386223279,125.5288068647163,1970-01-01 00:02:59.732
2231,179748,41019,100782,-49.76214207538169,114.45627783004024,1970-01-01 00:02:59.748
2232,179764,41017,100798,-50.63836563631552,129.10260514879863,1970-01-01 00:02:59.764
2233,179788,41004,100804,-64.06848510937708,135.0402328318356,1970-01-01 00:02:59.788
2234,179796,41008,100791,-59.8079775297927,121.47697985946354,1970-01-01 00:02:59.796
2235,179816,41020,100802,-47.39383244630789,131.7739704156509,1970-01-01 00:02:59.816
2236,179836,41032,100798,-35.04077765782964,127.09431115851332,1970-01-01 00:02:59.836
2237,179857,41019,100790,-47.54647389488275,118.41384402394628,1970-01-01 00:02:59.857
2238,179877,41010,100793,-55.97326067943211,120.6947809580106,1970-01-01 00:02:59.877
2239,179911,41030,100806,-35.19130393930174,133.39524980147715,1970-01-01 00:02:59.911
2240,179929,40990,100787,-74.33408051785413,113.7593107649952,1970-01-01 00:02:59.929
2241,179942,41011,100788,-53.14180767486742,114.07930529596727,1970-01-01 00:02:59.942
2242,179962,41021,100788,-43.15065269956602,113.33234729682856,1970-01-01 00:02:59.962
2243,179992,41021,100791,-44.4099855533071,116.08162719901787,1970-01-01 00:02:59.992
2244,180013,41020,100791,-44.95201149669318,115.40693334971732,1970-01-01 00:03:00.013
2245,180025,41010,100781,-54.65860691068984,104.7127578120763,1970-01-01 00:03:00.025
2246,180045,41021,100792,-43.44517198503274,114.82649078211212,1970-01-01 00:03:00.045
2247,180061,41021,100787,-42.71813129635935,109.28875221220903,1970-01-01 00:03:00.061
2248,180077,41018,100777,-46.51831985074524,99.13573659579863,1970-01-01 00:03:00.077
2249,180111,41019,100785,-44.96298515672756,106.59877735677328,1970-01-01 00:03:00.111
2250,180131,41015,100796,-48.42194280517019,116.97623086875848,1970-01-01 00:03:00.131
2251,180144,41016,100784,-47.08227317917108,104.4604364265583,1970-01-01 00:03:00.144
2252,180164,41004,100796,-58.73162099676136,115.94179913160784,1970-01-01 00:03:00.164
2253,180180,41026,100794,-36.55672961767281,113.2981203360745,1970-01-01 00:03:00.180
2254,180196,41031,100785,-31.59630251596846,103.66198774269628,1970-01-01 00:03:00.196
2255,180209,41018,100792,-44.33998965873644,110.058106207976,1970-01-01 00:03:00.209
2256,180229,41015,100789,-46.96454596157305,106.6753128342434,1970-01-01 00:03:00.229
2257,180262,41007,100776,-54.50305593943708,93.15524144443602,1970-01-01 00:03:00.262
2258,180282,41010,100796,-51.15362929385448,112.45014403413612,1970-01-01 00:03:00.282
2259,180302,40998,100782,-62.74541647044606,97.81791519213512,1970-01-01 00:03:00.302
2260,180324,41013,100815,-48.13980451542061,130.44861485721492,1970-01-01 00:03:00.324
2261,180341,41016,100801,-44.89891289639812,115.97193230927572,1970-01-01 00:03:00.341
2262,180357,41011,100783,-49.4067914121749,97.40766288138948,1970-01-01 00:03:00.357
2263,180387,41010,100799,-50.14062267080371,112.6289857045127,1970-01-01 00:03:00.387
2264,180407,41022,100805,-38.16306904658731,118.0184381619916,1970-01-01 00:03:00.407
2265,180426,41003,100818,-57.02885290055727,130.4203396155792,1970-01-01 00:03:00.426
2266,180446,41102,100817,41.67807878853072,128.94111625433862,1970-01-01 00:03:00.446
2267,180466,41016,100799,-44.18385601881406,110.5551698361782,1970-01-01 00:03:00.466
2268,180482,41002,100795,-57.59042913604856,105.79546785774366,1970-01-01 00:03:00.482
2269,180498,41013,100807,-45.86556364668568,117.07952119747316,1970-01-01 00:03:00.498
2270,180517,41011,100817,-47.76201121539648,126.43488366624688,1970-01-01 00:03:00.517
2271,180542,41008,100823,-51.02685292161628,131.80101521620986,1970-01-01 00:03:00.542
2272,180561,41011,100822,-48.09628693949023,130.22905220017347,1970-01-01 00:03:00.561
2273,180585,41013,100819,-46.07879059832016,126.61542279178823,1970-01-01 00:03:00.585
2274,180605,41013,100826,-45.97795454335922,132.93126474480096,1970-01-01 00:03:00.605
2275,180630,41016,100814,-42.65443673704425,120.28630476579104,1970-01-01 00:03:00.630
2276,180650,41012,100810,-46.237232341413865,115.66267840089016,1970-01-01 00:03:00.650
2277,180675,41017,100823,-41.50503544619008,128.30181756217846,1970-01-01 00:03:00.675
2278,180682,40914,100813,-143.76461161274892,117.70956304735031,1970-01-01 00:03:00.682
2279,180702,40994,100778,-62.3694723985068,81.85018152434485,1970-01-01 00:03:00.702
2280,180729,41011,100803,-44.81203903514391,106.42232758363023,1970-01-01 00:03:00.729
2281,180749,41019,100803,-36.57618267020652,106.08662211513612,1970-01-01 00:03:00.749
2282,180765,41007,100817,-48.59066797666881,119.40465274925728,1970-01-01 00:03:00.765
2283,180785,41018,100816,-37.80809788123327,117.64339326670672,1970-01-01 00:03:00.785
2284,180803,41004,100827,-51.73320853505194,128.04776544809596,1970-01-01 00:03:00.803
2285,180821,40989,100822,-65.80186839213268,122.5116999058978,1970-01-01 00:03:00.821
2286,180850,41008,100818,-46.56011643480402,117.79650946998756,1970-01-01 00:03:00.850
2287,180872,41004,100799,-50.53767538837901,98.25555080913465,1970-01-01 00:03:00.872
2288,180892,41005,100730,-49.67924123694295,29.15838011591382,1970-01-01 00:03:00.892
2289,180912,40992,100809,-62.75697382180422,107.66698174398007,1970-01-01 00:03:00.912
2290,180930,41003,100828,-51.019452858486,125.98065510516945,1970-01-01 00:03:00.930
2291,180948,41007,100821,-46.74424871568164,118.24139346032432,1970-01-01 00:03:00.948
2292,180964,40992,100814,-61.49446975887148,110.7335723656064,1970-01-01 00:03:00.964
2293,180980,41001,100801,-52.28329202880364,97.4428539987234,1970-01-01 00:03:00.980
2294,181012,41012,100820,-40.714643023136375,115.81401825844992,1970-01-01 00:03:01.012
2295,181032,41009,100825,-43.22185058703739,120.12158523844312,1970-01-01 00:03:01.032
2296,181052,40996,100809,-55.6650818440918,103.51220959206746,1970-01-01 00:03:01.052
2297,181075,40991,100806,-61.19665959092593,100.06280071734815,1970-01-01 00:03:01.075
2298,181091,40962,100816,-89.76956453257385,109.6779920010284,1970-01-01 00:03:01.091
2299,181107,40933,100820,-118.41378822159696,113.0977042231722,1970-01-01 00:03:01.107
2300,181123,41000,100815,-50.934443362187416,107.22874665817206,1970-01-01 00:03:01.123
2301,181147,40992,100801,-59.47144377798492,92.93419843491178,1970-01-01 00:03:01.147
2302,181173,40996,100792,-54.82339445213757,83.44954661929339,1970-01-01 00:03:01.173
2303,181193,40996,100797,-54.176793416377016,87.93447590246217,1970-01-01 00:03:01.193
2304,181213,41002,100811,-47.561477094588575,101.3516567060422,1970-01-01 00:03:01.213
2305,181232,40986,100798,-63.25509493829486,87.89471774574714,1970-01-01 00:03:01.232
2306,181249,40982,100819,-67.61354997437621,108.54152237503897,1970-01-01 00:03:01.249
2307,181265,40988,100804,-60.95875257432907,93.33076444625098,1970-01-01 00:03:01.265
2308,181281,40991,100799,-57.21502864421995,87.71169972924838,1970-01-01 00:03:01.281
2309,181302,40991,100829,-56.8106523844116,117.00906873777772,1970-01-01 00:03:01.302
2310,181322,40987,100825,-60.73326555519909,112.47785718300132,1970-01-01 00:03:01.322
2311,181342,40979,100813,-68.61733968932927,100.00950986448208,1970-01-01 00:03:01.342
2312,181365,41007,100831,-40.6213399948622,117.47900229073475,1970-01-01 00:03:01.365
2313,181381,41004,100813,-43.41586175808823,98.8843842360646,1970-01-01 00:03:01.381
2314,181412,40982,100829,-64.95597316279634,114.1000647917526,1970-01-01 00:03:01.412
2315,181419,41007,100761,-39.81547234378556,45.91858693041933,1970-01-01 00:03:01.419
2316,181439,40976,100827,-70.49014707972427,111.55176782390524,1970-01-01 00:03:01.439
2317,181457,40983,100808,-63.15441924053083,92.20152586131532,1970-01-01 00:03:01.457
